TABLE_TITLE,OCTET_NO,CONTENU
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",28,Type d'incrément de temps entre les champs successifs employé pour le calcul statistique (voir la table de code 4.11)
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",29,Indicateur de l'unité de temps employée pour l'intervalle de temps sur lequel porte le calcul statistique (voir la table de code 4.4)
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",30-33,"Durée de l'intervalle de temps sur lequel porte le calcul statistique, exprimée dans l'unité indiquée par l'octet précédent"
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",34,Indicateur de l'unité de temps employée pour l'incrément de temps entre les champs successifs (voir la table de code 4.4)
"Modèle de définition du produit 4.1001 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique pour un intervalle de temps donné",35-38,"Incrément de temps entre les champs successifs, exprimé dans l'unité indiquée par l'octet précédent (voir la note 2)"
"Modèle de définition du produit 4.1002 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique le long d'une latitude ou d'une longitude donnée",10,Catégorie du paramètre (voir la table de code 4.1)
"Modèle de définition du produit 4.1002 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique le long d'une latitude ou d'une longitude donnée",11,Numéro du paramètre (voir la table de code 4.2)
"Modèle de définition du produit 4.1002 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique le long d'une latitude ou d'une longitude donnée",12,Type du processus de production (voir la table de code 4.3)
"Modèle de définition du produit 4.1002 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique le long d'une latitude ou d'une longitude donnée",13,Indicateur du processus de production de base (défini par le centre d'origine)
"Modèle de définition du produit 4.1002 – Coupe d'une analyse ou d'une prévision, moyennée ou ayant fait l'objet d'un autre traitement statistique le long d'une latitude ou d'une longitude donnée",14,Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine)
(Modèle de définition du produit 4.1002 suite),15-16,Limite (heures) de tombée des données d'observation après l'heure de référence (voir la note)
(Modèle de définition du produit 4.1002 suite),17,Limite (minutes) de tombée des données d'observation après l'heure de référence
(Modèle de définition du produit 4.1002 suite),18,Indicateur d'unité de l'intervalle de temps (voir la table de code 4.4)
(Modèle de définition du produit 4.1002 suite),19-22,Heure de la prévision exprimée dans l'unité précisée par l'octet 18
(Modèle de définition du produit 4.1002 suite),23,Dimension horizontale calculée (voir la table de code 4.220)
(Modèle de définition du produit 4.1002 suite),24,Traitement pour les données manquantes (par exemple sous la surface) (voir la table de code 4.221)
(Modèle de définition du produit 4.1002 suite),25,Type de calcul statistique (voir la table de code 4.10)
(Modèle de définition du produit 4.1002 suite),26-29,Début de l'intervalle
(Modèle de définition du produit 4.1002 suite),30-33,Fin de l'intervalle
(Modèle de définition du produit 4.1002 suite),34-35,Nombre de valeurs
Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,10,Catégorie du paramètre (voir la table de code 4.1)
Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,11,Numéro du paramètre (voir la table de code 4.2)
Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,12,Type du processus de production (voir la table de code 4.3)
Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,13,Indicateur du processus de production de base (défini par le centre d'origine)
Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,14,Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine)
Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,15-16,Limite (heures) de tombée des données d'observation après l'heure de référence (voir la note)
Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,17,Limite (minutes) de tombée des données d'observation après l'heure de référence
Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,18,Indicateur d'unité de l'intervalle de temps (voir la table de code 4.4)
Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,19-22,Heure de la prévision exprimée dans l'unité précisée par l'octet 18
Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,23,Type de la première surface spécifiée (voir la table de code 4.5)
Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,24,Facteur d'échelle - première surface spécifiée
Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,25-28,Valeur ajustée - première surface spécifiée
Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,29,Type de la deuxième surface spécifiée (voir la table de code 4.5)
Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,30,Facteur d'échelle - deuxième surface spécifiée
Modèle de définition du produit 4.1100 – Grille de type Hovmöller sans moyenne ou autre traitement statistique,31-34,Valeur ajustée – deuxième surface spécifiée
Modèle de définition du produit 4.1101 – Grille de type Hovmöller avec moyenne ou autre traitement statistique,10,Catégorie du paramètre (voir la table de code 4.1)
Modèle de définition du produit 4.1101 – Grille de type Hovmöller avec moyenne ou autre traitement statistique,11,Numéro du paramètre (voir la table de code 4.2)
(Modèle de définition du produit 4.1101 suite),12,Type du processus de production (voir la table de code 4.3)
(Modèle de définition du produit 4.1101 suite),13,Indicateur du processus de production de base (défini par le centre d'origine)
(Modèle de définition du produit 4.1101 suite),14,Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine)
(Modèle de définition du produit 4.1101 suite),15-16,Limite (heures) de tombée des données d'observation après l'heure de référence (voir la note 1)
(Modèle de définition du produit 4.1101 suite),17,Limite (minutes) de tombée des données d'observation après l'heure de référence
(Modèle de définition du produit 4.1101 suite),18,Indicateur d'unité de l'intervalle de temps (voir la table de code 4.4)
(Modèle de définition du produit 4.1101 suite),19-22,Heure de la prévision exprimée dans l'unité précisée par l'octet 18 (voir la note 2)
(Modèle de définition du produit 4.1101 suite),23,Type de la première surface spécifiée (voir la table de code 4.5)
(Modèle de définition du produit 4.1101 suite),24,Facteur d'échelle - première surface spécifiée
(Modèle de définition du produit 4.1101 suite),25-28,Valeur ajustée - première surface spécifiée
(Modèle de définition du produit 4.1101 suite),29,Type de la deuxième surface spécifiée (voir la table de code 4.5)
(Modèle de définition du produit 4.1101 suite),30,Facteur d'échelle - deuxième surface spécifiée
(Modèle de définition du produit 4.1101 suite),31-34,Valeur ajustée - deuxième surface spécifiée
(Modèle de définition du produit 4.1101 suite),35-38,Nombre total de valeurs manquantes dans le calcul statistique
(Modèle de définition du produit 4.1101 suite),39,Calcul statistique ayant permis d'obtenir le champ élaboré à partir du champ à chaque incrément de temps durant l'intervalle de temps (voir la table de code 4.10)
(Modèle de définition du produit 4.1101 suite),40,Type d'incrément de temps entre les champs successifs employé pour le calcul statistique (voir la table de code 4.11)
(Modèle de définition du produit 4.1101 suite),41,Indicateur de l'unité de temps employée pour l'intervalle de temps sur lequel porte le calcul statistique (voir la table de code 4.4)
(Modèle de définition du produit 4.1101 suite),42-45,"Durée de l'intervalle de temps sur lequel porte le calcul statistique, exprimée dans l'unité indiquée par l'octet précédent"
